step,time_s,dt_s,midpoint_radius_m,radius_m,midpoint_air_temperature_C,midpoint_air_moisture_kgkg,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_balance_residual,moisture_balance_residual,temperature_boundary_flux,moisture_boundary_flux,max_moisture_kgkg,max_xi,max_radius_m
1257,1257.000000,1.000000,1.911346944444e-02,1.911311666667e-02,3.811930000000e+01,2.919250000000e-02,4,4.732215e-12,6.476597e-12,3.243518e-16,2.606403e-16,3.243518e-16,4.240064e-09,1.305108e-17,6.448947e+03,-5.000846e-05,2.550000000000e+00,2.500000000000e-03,4.778279166667e-05
1258,1258.000000,1.000000,1.911276388889e-02,1.911241111111e-02,3.812350000000e+01,2.919750000000e-02,4,4.348522e-12,6.471268e-12,3.242958e-16,3.648675e-16,3.648675e-16,3.883542e-09,1.679158e-17,6.448688e+03,-5.000079e-05,2.550000000000e+00,1.250000000000e-03,2.389051388889e-05
1259,1259.000000,1.000000,1.911205833333e-02,1.911170555556e-02,3.812770000000e+01,2.920250000000e-02,4,4.511946e-12,6.465939e-12,4.323198e-16,2.605990e-16,4.323198e-16,1.068929e-08,-1.021183e-17,6.448433e+03,-4.999313e-05,2.550000000000e+00,1.000000000000e-02,1.911170555556e-04
1260,1260.000000,1.000000,1.911135277778e-02,1.911100000000e-02,3.813190000000e+01,2.920750000000e-02,4,4.469314e-12,6.461054e-12,3.241840e-16,2.605785e-16,3.241840e-16,-3.369223e-08,1.303753e-17,6.448184e+03,-4.998548e-05,2.550000000000e+00,1.000000000000e-02,1.911100000000e-04
1261,1261.000000,1.000000,1.911064722222e-02,1.911029444444e-02,3.813927500000e+01,2.921333333333e-02,4,4.398260e-12,6.543210e-12,3.241281e-16,3.126695e-16,3.241281e-16,-1.417811e-08,1.154675e-17,6.452002e+03,-4.997781e-05,2.550000000000e+00,6.250000000000e-03,1.194393402778e-04
1262,1262.000000,1.000000,1.910994166667e-02,1.910958888889e-02,3.814982500000e+01,2.922000000000e-02,4,4.810374e-12,6.641576e-12,3.240720e-16,2.084300e-16,3.240720e-16,-1.906847e-08,2.068116e-17,6.459800e+03,-4.997011e-05,2.550000000000e+00,7.500000000000e-03,1.433219166667e-04
1263,1263.000000,1.000000,1.910923611111e-02,1.910888333333e-02,3.816037500000e+01,2.922666666667e-02,4,4.575895e-12,6.680878e-12,2.160105e-16,3.126204e-16,3.126204e-16,-7.161452e-08,-6.952446e-18,6.467474e+03,-4.996243e-05,2.550000000000e+00,0.000000000000e+00,0.000000000000e+00
1264,1264.000000,1.000000,1.910853055556e-02,1.910817777778e-02,3.817092500000e+01,2.923333333333e-02,4,4.867218e-12,6.719736e-12,3.239590e-16,3.125959e-16,3.239590e-16,-7.955350e-09,-2.194154e-17,6.475070e+03,-4.995477e-05,2.550000000000e+00,1.250000000000e-03,2.388522222222e-05
1265,1265.000000,1.000000,1.910782500000e-02,1.910747222222e-02,3.818147500000e+01,2.924000000000e-02,4,4.739320e-12,6.747491e-12,3.239020e-16,3.646667e-16,3.646667e-16,3.244986e-08,-8.382238e-18,6.482599e+03,-4.994712e-05,2.550000000000e+00,0.000000000000e+00,0.000000000000e+00
1266,1266.000000,1.000000,1.910711944444e-02,1.910676666667e-02,3.819202500000e+01,2.924666666667e-02,4,4.760636e-12,6.774581e-12,2.158965e-16,2.604558e-16,2.604558e-16,-3.705736e-08,1.013051e-17,6.490074e+03,-4.993948e-05,2.550000000000e+00,7.500000000000e-03,1.433007500000e-04
1267,1267.000000,1.000000,1.910641388889e-02,1.910606111111e-02,3.820257500000e+01,2.925333333333e-02,4,4.888534e-12,6.795675e-12,4.317161e-16,2.604355e-16,4.317161e-16,4.153389e-08,-1.897354e-19,6.497499e+03,-4.993186e-05,2.550000000000e+00,3.750000000000e-03,7.164772916667e-05
1268,1268.000000,1.000000,1.910570833333e-02,1.910535555556e-02,3.821312500000e+01,2.926000000000e-02,4,4.881429e-12,6.816547e-12,3.237293e-16,3.124982e-16,3.237293e-16,2.601337e-08,2.061339e-17,6.504880e+03,-4.992425e-05,2.550000000000e+00,0.000000000000e+00,0.000000000000e+00
1269,1269.000000,1.000000,1.910500277778e-02,1.910465000000e-02,3.822367500000e+01,2.926666666667e-02,4,5.087486e-12,6.834533e-12,3.236712e-16,3.124738e-16,3.236712e-16,-4.390131e-09,8.450001e-18,6.512222e+03,-4.991666e-05,2.550000000000e+00,3.750000000000e-03,7.164243750000e-05
1270,1270.000000,1.000000,1.910429722222e-02,1.910394444444e-02,3.823422500000e+01,2.927333333333e-02,4,5.023537e-12,6.851852e-12,3.236129e-16,3.124495e-16,3.236129e-16,-5.319635e-08,-3.672057e-17,6.519526e+03,-4.990909e-05,2.550000000000e+00,6.250000000000e-03,1.193996527778e-04
1271,1271.000000,1.000000,1.910359166667e-02,1.910323888889e-02,3.824477500000e+01,2.928000000000e-02,4,4.980905e-12,6.866951e-12,3.235544e-16,2.603543e-16,3.235544e-16,1.533590e-08,4.404571e-18,6.526796e+03,-4.990152e-05,2.550000000000e+00,0.000000000000e+00,0.000000000000e+00
1272,1272.000000,1.000000,1.910288611111e-02,1.910253333333e-02,3.825532500000e+01,2.928666666667e-02,4,4.838796e-12,6.881828e-12,3.234956e-16,2.603339e-16,3.234956e-16,-4.336653e-08,1.524659e-18,6.534034e+03,-4.989397e-05,2.550000000000e+00,2.500000000000e-03,4.775633333333e-05
1273,1273.000000,1.000000,1.910218055556e-02,1.910182777778e-02,3.826587500000e+01,2.929333333333e-02,4,4.931167e-12,6.895151e-12,3.234367e-16,3.123764e-16,3.234367e-16,-1.786611e-08,1.435213e-17,6.541241e+03,-4.988644e-05,2.550000000000e+00,0.000000000000e+00,0.000000000000e+00
1274,1274.000000,1.000000,1.910147500000e-02,1.910112222222e-02,3.827642500000e+01,2.930000000000e-02,4,4.945377e-12,6.907586e-12,3.233776e-16,2.602933e-16,3.233776e-16,1.970784e-08,-6.240939e-18,6.548420e+03,-4.987892e-05,2.550000000000e+00,2.500000000000e-03,4.775280555556e-05
1275,1275.000000,1.000000,1.910076944444e-02,1.910041666667e-02,3.828697500000e+01,2.930666666667e-02,4,4.995115e-12,6.920464e-12,3.233183e-16,2.602729e-16,3.233183e-16,1.024218e-07,1.074038e-17,6.555572e+03,-4.987141e-05,2.550000000000e+00,1.250000000000e-03,2.387552083333e-05
1276,1276.000000,1.000000,1.910006388889e-02,1.909971111111e-02,3.829752500000e+01,2.931333333333e-02,4,5.066170e-12,6.931788e-12,3.232588e-16,3.123031e-16,3.232588e-16,3.843979e-08,1.002887e-17,6.562698e+03,-4.986392e-05,2.550000000000e+00,0.000000000000e+00,0.000000000000e+00
1277,1277.000000,1.000000,1.909935833333e-02,1.909900555556e-02,3.830807500000e+01,2.932000000000e-02,4,5.030643e-12,6.942447e-12,2.154661e-16,2.602322e-16,2.602322e-16,-2.192974e-08,-7.372575e-18,6.569799e+03,-4.985644e-05,2.550000000000e+00,1.250000000000e-03,2.387375694444e-05
1278,1278.000000,1.000000,1.909865277778e-02,1.909830000000e-02,3.831862500000e+01,2.932666666667e-02,4,5.144329e-12,6.953327e-12,3.231394e-16,2.602118e-16,3.231394e-16,1.579519e-08,-3.855694e-17,6.576876e+03,-4.984897e-05,2.550000000000e+00,5.000000000000e-03,9.549150000000e-05
1279,1279.000000,1.000000,1.909794722222e-02,1.909759444444e-02,3.832917500000e+01,2.933333333333e-02,4,5.258016e-12,6.962431e-12,3.230794e-16,2.601912e-16,3.230794e-16,2.309480e-08,-1.044222e-17,6.583931e+03,-4.984152e-05,2.550000000000e+00,3.375000000000e-02,6.445438125000e-04
1280,1280.000000,1.000000,1.909724166667e-02,1.909688888889e-02,3.833972500000e+01,2.934000000000e-02,4,5.258016e-12,6.972201e-12,3.230193e-16,3.122043e-16,3.230193e-16,2.215620e-08,1.922426e-17,6.590964e+03,-4.983408e-05,2.550000000000e+00,5.000000000000e-03,9.548444444444e-05
1281,1281.000000,1.000000,1.909653611111e-02,1.909618333333e-02,3.835027500000e+01,2.934666666667e-02,4,5.080381e-12,6.981749e-12,3.229591e-16,2.601492e-16,3.229591e-16,3.746118e-08,-2.012550e-18,6.597976e+03,-4.982665e-05,2.550000000000e+00,3.750000000000e-03,7.161068750000e-05
1282,1282.000000,1.000000,1.909583055556e-02,1.909547777778e-02,3.836082500000e+01,2.935333333333e-02,4,5.208278e-12,6.989964e-12,3.228987e-16,2.601282e-16,3.228987e-16,2.897741e-08,-8.192503e-18,6.604967e+03,-4.981924e-05,2.550000000000e+00,0.000000000000e+00,0.000000000000e+00
1283,1283.000000,1.000000,1.909512500000e-02,1.909477222222e-02,3.837137500000e+01,2.936000000000e-02,4,5.080381e-12,6.998846e-12,3.228382e-16,3.641501e-16,3.641501e-16,2.556408e-08,-1.126893e-17,6.611939e+03,-4.981184e-05,2.550000000000e+00,5.000000000000e-03,9.547386111111e-05
1284,1284.000000,1.000000,1.909441944444e-02,1.909406666667e-02,3.838192500000e+01,2.936666666667e-02,4,5.158540e-12,7.005951e-12,3.227775e-16,2.600861e-16,3.227775e-16,-1.051467e-08,-1.404042e-17,6.618891e+03,-4.980446e-05,2.550000000000e+00,0.000000000000e+00,0.000000000000e+00
1285,1285.000000,1.000000,1.909371388889e-02,1.909336111111e-02,3.839247500000e+01,2.937333333333e-02,4,5.258016e-12,7.014389e-12,4.302890e-16,3.120780e-16,4.302890e-16,7.371455e-09,2.751163e-18,6.625825e+03,-4.979708e-05,2.550000000000e+00,2.750000000000e-02,5.250674305556e-04
1286,1286.000000,1.000000,1.909300833333e-02,1.909265555556e-02,3.840302500000e+01,2.938000000000e-02,4,5.201173e-12,7.021050e-12,3.226558e-16,2.600439e-16,3.226558e-16,6.003575e-09,2.541099e-18,6.632741e+03,-4.978972e-05,2.550000000000e+00,4.875000000000e-02,9.307669583333e-04
1287,1287.000000,1.000000,1.909230277778e-02,1.909195000000e-02,3.841357500000e+01,2.938666666667e-02,4,5.364598e-12,7.029266e-12,3.225948e-16,2.600227e-16,3.225948e-16,-3.510740e-08,7.148958e-18,6.639639e+03,-4.978238e-05,2.550000000000e+00,2.875000000000e-02,5.488935625000e-04
1288,1288.000000,1.000000,1.909159722222e-02,1.909124444444e-02,3.842412500000e+01,2.939333333333e-02,4,5.421441e-12,7.035927e-12,2.687781e-16,2.600015e-16,2.687781e-16,3.813875e-08,5.786929e-18,6.646521e+03,-4.977504e-05,2.550000000000e+00,2.625000000000e-02,5.011451666667e-04
1289,1289.000000,1.000000,1.909089166667e-02,1.909053888889e-02,3.843467500000e+01,2.940000000000e-02,4,5.371703e-12,7.042589e-12,3.224724e-16,2.599802e-16,3.224724e-16,9.690666e-09,8.036649e-18,6.653386e+03,-4.976772e-05,2.550000000000e+00,2.500000000000e-02,4.772634722222e-04
1290,1290.000000,1.000000,1.909018611111e-02,1.908983333333e-02,3.844522500000e+01,2.940666666667e-02,4,5.279333e-12,7.049028e-12,3.224111e-16,3.119507e-16,3.224111e-16,1.916123e-08,-9.446111e-18,6.660234e+03,-4.976041e-05,2.550000000000e+00,2.375000000000e-02,4.533835416667e-04
1291,1291.000000,1.000000,1.908948055556e-02,1.908912777778e-02,3.845577500000e+01,2.941333333333e-02,4,5.762502e-12,7.054801e-12,3.223496e-16,3.119251e-16,3.223496e-16,-4.246431e-09,-1.263773e-17,6.667067e+03,-4.975312e-05,2.550000000000e+00,2.875000000000e-02,5.488124236111e-04
1292,1292.000000,1.000000,1.908877500000e-02,1.908842222222e-02,3.846632500000e+01,2.942000000000e-02,4,5.620393e-12,7.061240e-12,3.222880e-16,2.599162e-16,3.222880e-16,-2.024535e-09,1.420982e-17,6.673884e+03,-4.974584e-05,2.550000000000e+00,2.375000000000e-02,4.533500277778e-04
1293,1293.000000,1.000000,1.908806944444e-02,1.908771666667e-02,3.847687500000e+01,2.942666666667e-02,4,5.371703e-12,7.067014e-12,4.296351e-16,3.118737e-16,4.296351e-16,1.935859e-08,2.196187e-17,6.680687e+03,-4.973857e-05,2.550000000000e+00,4.125000000000e-02,7.873683125000e-04
1294,1294.000000,1.000000,1.908736388889e-02,1.908701111111e-02,3.848742500000e+01,2.943333333333e-02,4,5.556444e-12,7.072565e-12,3.221646e-16,3.118480e-16,3.221646e-16,2.112574e-08,9.879792e-18,6.687474e+03,-4.973131e-05,2.550000000000e+00,2.625000000000e-02,5.010340416667e-04
1295,1295.000000,1.000000,1.908665833333e-02,1.908630555556e-02,3.849797500000e+01,2.944000000000e-02,4,5.513812e-12,7.078560e-12,3.221027e-16,3.637926e-16,3.637926e-16,-5.338734e-10,3.083200e-18,6.694247e+03,-4.972407e-05,2.550000000000e+00,2.625000000000e-02,5.010155208333e-04
1296,1296.000000,1.000000,1.908595277778e-02,1.908560000000e-02,3.850852500000e+01,2.944666666667e-02,4,5.570655e-12,7.084111e-12,3.220407e-16,3.117964e-16,3.220407e-16,5.890342e-08,-1.971215e-17,6.701006e+03,-4.971684e-05,2.550000000000e+00,2.250000000000e-02,4.294260000000e-04
1297,1297.000000,1.000000,1.908524722222e-02,1.908489444444e-02,3.851907500000e+01,2.945333333333e-02,4,5.343281e-12,7.088774e-12,3.219786e-16,2.598087e-16,3.219786e-16,-3.199420e-08,1.943432e-17,6.707751e+03,-4.970962e-05,2.550000000000e+00,3.125000000000e-02,5.964029513889e-04
1298,1298.000000,1.000000,1.908454166667e-02,1.908418888889e-02,3.852962500000e+01,2.946000000000e-02,4,5.272227e-12,7.093881e-12,4.292220e-16,2.597871e-16,4.292220e-16,-4.542289e-08,6.234162e-18,6.714483e+03,-4.970241e-05,2.550000000000e+00,3.250000000000e-02,6.202361388889e-04
1299,1299.000000,1.000000,1.908383611111e-02,1.908348333333e-02,3.854017500000e+01,2.946666666667e-02,4,5.471179e-12,7.098988e-12,3.218542e-16,3.117186e-16,3.218542e-16,-1.385888e-08,-1.229892e-17,6.721201e+03,-4.969522e-05,2.550000000000e+00,3.750000000000e-02,7.156306250000e-04
1300,1300.000000,1.000000,1.908313055556e-02,1.908277777778e-02,3.855072500000e+01,2.947333333333e-02,4,5.805134e-12,7.103429e-12,2.681599e-16,3.116925e-16,3.116925e-16,7.313156e-08,-4.702727e-18,6.727906e+03,-4.968804e-05,2.550000000000e+00,3.875000000000e-02,7.394576388889e-04
1301,1301.000000,1.000000,1.908242500000e-02,1.908207222222e-02,3.856127500000e+01,2.948000000000e-02,4,5.535128e-12,7.107648e-12,4.289726e-16,2.597220e-16,4.289726e-16,-2.082288e-08,3.472835e-17,6.734598e+03,-4.968087e-05,2.550000000000e+00,4.375000000000e-02,8.348406597222e-04
1302,1302.000000,1.000000,1.908171944444e-02,1.908136666667e-02,3.857182500000e+01,2.948666666667e-02,4,5.542233e-12,7.112533e-12,4.288893e-16,3.116403e-16,4.288893e-16,-8.659299e-09,-1.210241e-17,6.741278e+03,-4.967372e-05,2.550000000000e+00,4.500000000000e-02,8.586615000000e-04
1303,1303.000000,1.000000,1.908101388889e-02,1.908066111111e-02,3.858237500000e+01,2.949333333333e-02,4,5.861978e-12,7.116752e-12,2.680036e-16,2.596785e-16,2.680036e-16,3.358764e-08,1.843144e-17,6.747945e+03,-4.966657e-05,2.550000000000e+00,4.125000000000e-02,7.870772708333e-04
1304,1304.000000,1.000000,1.908030833333e-02,1.907995555556e-02,3.859292500000e+01,2.950000000000e-02,4,5.712764e-12,7.121415e-12,3.215417e-16,2.596566e-16,3.215417e-16,7.962626e-09,1.339667e-17,6.754600e+03,-4.965944e-05,2.550000000000e+00,4.000000000000e-02,7.631982222222e-04
1305,1305.000000,1.000000,1.907960277778e-02,1.907925000000e-02,3.860347500000e+01,2.950666666667e-02,4,5.499601e-12,7.125633e-12,3.214789e-16,3.115617e-16,3.214789e-16,-2.708384e-08,1.682546e-17,6.761243e+03,-4.965232e-05,2.550000000000e+00,3.500000000000e-02,6.677737500000e-04
1306,1306.000000,1.000000,1.907889722222e-02,1.907854444444e-02,3.861402500000e+01,2.951333333333e-02,4,5.819345e-12,7.129186e-12,3.214161e-16,2.596126e-16,3.214161e-16,-5.061156e-08,-8.233160e-18,6.767875e+03,-4.964522e-05,2.550000000000e+00,3.375000000000e-02,6.439008750000e-04
1307,1307.000000,1.000000,1.907819166667e-02,1.907783888889e-02,3.862457500000e+01,2.952000000000e-02,4,6.011192e-12,7.133183e-12,3.213532e-16,2.595902e-16,3.213532e-16,4.175035e-08,9.832358e-18,6.774494e+03,-4.963812e-05,2.550000000000e+00,4.375000000000e-02,8.346554513889e-04
1308,1308.000000,1.000000,1.907748611111e-02,1.907713333333e-02,3.863512500000e+01,2.952666666667e-02,4,5.861978e-12,7.136958e-12,3.212902e-16,2.595678e-16,3.212902e-16,1.711487e-08,8.687170e-18,6.781103e+03,-4.963104e-05,2.550000000000e+00,3.750000000000e-02,7.153925000000e-04
1309,1309.000000,1.000000,1.907678055556e-02,1.907642777778e-02,3.864567500000e+01,2.953333333333e-02,4,5.556444e-12,7.141399e-12,3.212271e-16,3.633634e-16,3.633634e-16,-1.069384e-08,-1.971893e-17,6.787700e+03,-4.962397e-05,2.550000000000e+00,3.625000000000e-02,6.915205069444e-04
1310,1310.000000,1.000000,1.907607500000e-02,1.907572222222e-02,3.865622500000e+01,2.954000000000e-02,4,5.421441e-12,7.144285e-12,3.211640e-16,2.595228e-16,3.211640e-16,3.845980e-08,1.557863e-17,6.794285e+03,-4.961692e-05,2.550000000000e+00,3.125000000000e-02,5.961163194444e-04
1311,1311.000000,1.000000,1.907536944444e-02,1.907501666667e-02,3.866677500000e+01,2.954666666667e-02,4,5.833556e-12,7.148282e-12,3.211008e-16,3.114002e-16,3.211008e-16,1.550688e-09,-1.044900e-17,6.800860e+03,-4.960987e-05,2.550000000000e+00,3.625000000000e-02,6.914693541667e-04
1312,1312.000000,1.000000,1.907466388889e-02,1.907431111111e-02,3.867732500000e+01,2.955333333333e-02,4,5.790923e-12,7.151613e-12,3.210375e-16,2.594776e-16,3.210375e-16,5.415313e-08,-4.133521e-18,6.807424e+03,-4.960284e-05,2.550000000000e+00,3.375000000000e-02,6.437580000000e-04
1313,1313.000000,1.000000,1.907395833333e-02,1.907360555556e-02,3.868787500000e+01,2.956000000000e-02,4,5.947243e-12,7.154943e-12,3.209741e-16,3.113460e-16,3.209741e-16,-5.292350e-08,1.643244e-17,6.813978e+03,-4.959582e-05,2.550000000000e+00,3.500000000000e-02,6.675761944444e-04
1314,1314.000000,1.000000,1.907325277778e-02,1.907290000000e-02,3.869842500000e+01,2.956666666667e-02,4,5.641709e-12,7.158274e-12,3.209107e-16,2.594323e-16,3.209107e-16,-2.575962e-08,1.695421e-17,6.820521e+03,-4.958881e-05,2.550000000000e+00,3.750000000000e-02,7.152337500000e-04
1315,1315.000000,1.000000,1.907254722222e-02,1.907219444444e-02,3.870897500000e+01,2.957333333333e-02,4,5.719869e-12,7.161605e-12,3.208472e-16,2.594096e-16,3.208472e-16,3.458263e-08,2.816893e-17,6.827053e+03,-4.958181e-05,2.550000000000e+00,3.875000000000e-02,7.390475347222e-04
1316,1316.000000,1.000000,1.907184166667e-02,1.907148888889e-02,3.871952500000e+01,2.958000000000e-02,4,5.712764e-12,7.164047e-12,2.138558e-16,3.112642e-16,3.112642e-16,-8.334337e-08,-1.507719e-17,6.833576e+03,-4.957482e-05,2.550000000000e+00,3.250000000000e-02,6.198233888889e-04
1317,1317.000000,1.000000,1.907113611111e-02,1.907078333333e-02,3.873007500000e+01,2.958666666667e-02,4,5.684342e-12,7.167378e-12,3.207201e-16,3.631097e-16,3.631097e-16,3.851801e-08,-1.877025e-18,6.840088e+03,-4.956785e-05,2.550000000000e+00,3.125000000000e-02,5.959619791667e-04
1318,1318.000000,1.000000,1.907043055556e-02,1.907007777778e-02,3.874062500000e+01,2.959333333333e-02,4,5.798029e-12,7.170486e-12,3.206564e-16,3.112095e-16,3.206564e-16,4.423964e-08,-1.393877e-17,6.846590e+03,-4.956089e-05,2.550000000000e+00,3.000000000000e-02,5.721023333333e-04
1319,1319.000000,1.000000,1.906972500000e-02,1.906937222222e-02,3.875117500000e+01,2.960000000000e-02,4,5.627498e-12,7.173595e-12,3.205926e-16,3.111821e-16,3.205926e-16,-3.183231e-09,6.640738e-19,6.853083e+03,-4.955394e-05,2.550000000000e+00,4.875000000000e-02,9.296318958333e-04
1320,1320.000000,1.000000,1.906901944444e-02,1.906866666667e-02,3.876172500000e+01,2.960666666667e-02,4,5.762502e-12,7.175815e-12,3.205288e-16,2.592955e-16,3.205288e-16,9.214091e-09,-2.873136e-18,6.859566e+03,-4.954700e-05,2.550000000000e+00,5.125000000000e-02,9.772691666667e-04
1321,1321.000000,1.000000,1.906831388889e-02,1.906796111111e-02,3.876998333333e+01,2.961566666667e-02,4,5.812240e-12,7.117196e-12,3.204650e-16,3.629816e-16,3.629816e-16,-3.019522e-10,-3.557538e-18,6.863100e+03,-4.953998e-05,2.550000000000e+00,3.375000000000e-02,6.435436875000e-04
1322,1322.000000,1.000000,1.906760833333e-02,1.906725555556e-02,3.877595000000e+01,2.962700000000e-02,4,5.861978e-12,7.048140e-12,4.272016e-16,2.592496e-16,4.272016e-16,2.859906e-08,2.879912e-18,6.863751e+03,-4.953287e-05,2.550000000000e+00,5.125000000000e-02,9.771968472222e-04
1323,1323.000000,1.000000,1.906690277778e-02,1.906655000000e-02,3.878191666667e+01,2.963833333333e-02,4,5.940137e-12,7.020606e-12,3.203377e-16,2.592266e-16,3.203377e-16,5.315997e-08,1.269872e-17,6.864485e+03,-4.952577e-05,2.550000000000e+00,5.125000000000e-02,9.771606875000e-04
1324,1324.000000,1.000000,1.906619722222e-02,1.906584444444e-02,3.878788333333e+01,2.964966666667e-02,4,6.025402e-12,6.993073e-12,3.202743e-16,3.628850e-16,3.628850e-16,6.643404e-08,4.634964e-18,6.865271e+03,-4.951867e-05,2.550000000000e+00,4.250000000000e-02,8.102983888889e-04
1325,1325.000000,1.000000,1.906549166667e-02,1.906513888889e-02,3.879385000000e+01,2.966100000000e-02,4,5.812240e-12,6.974199e-12,4.269482e-16,2.591805e-16,4.269482e-16,3.840432e-08,1.345766e-17,6.866099e+03,-4.951159e-05,2.550000000000e+00,4.625000000000e-02,8.817626736111e-04
1326,1326.000000,1.000000,1.906478611111e-02,1.906443333333e-02,3.879981666667e+01,2.967233333333e-02,4,5.634604e-12,6.954437e-12,3.201482e-16,2.591574e-16,3.201482e-16,7.371455e-09,-3.480289e-17,6.866961e+03,-4.950451e-05,2.550000000000e+00,4.875000000000e-02,9.293911250000e-04
1327,1327.000000,1.000000,1.906408055556e-02,1.906372777778e-02,3.880578333333e+01,2.968366666667e-02,4,5.940137e-12,6.939116e-12,2.667378e-16,3.627879e-16,3.627879e-16,-4.029971e-09,1.362029e-17,6.867853e+03,-4.949744e-05,2.550000000000e+00,4.625000000000e-02,8.816974097222e-04
1328,1328.000000,1.000000,1.906337500000e-02,1.906302222222e-02,3.881175000000e+01,2.969500000000e-02,4,5.435652e-12,6.924017e-12,3.200228e-16,2.591111e-16,3.200228e-16,-1.382250e-08,-1.294266e-18,6.868772e+03,-4.949037e-05,2.550000000000e+00,4.750000000000e-02,9.054935555556e-04
1329,1329.000000,1.000000,1.906266944444e-02,1.906231666667e-02,3.881771666667e+01,2.970633333333e-02,4,5.599077e-12,6.911360e-12,3.199603e-16,2.590879e-16,3.199603e-16,4.277445e-08,5.888573e-18,6.869714e+03,-4.948332e-05,2.550000000000e+00,3.500000000000e-02,6.671810833333e-04
1330,1330.000000,1.000000,1.906196388889e-02,1.906161111111e-02,3.882368333333e+01,2.971766666667e-02,4,5.478284e-12,6.898260e-12,3.198979e-16,2.590647e-16,3.198979e-16,5.779111e-08,2.093865e-17,6.870678e+03,-4.947627e-05,2.550000000000e+00,3.750000000000e-02,7.148104166667e-04
1331,1331.000000,1.000000,1.906125833333e-02,1.906090555556e-02,3.882965000000e+01,2.972900000000e-02,4,5.307754e-12,6.886935e-12,3.198357e-16,3.108498e-16,3.198357e-16,1.813169e-08,1.128926e-17,6.871661e+03,-4.946922e-05,2.550000000000e+00,4.500000000000e-02,8.577407500000e-04
