step,time_s,dt_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_boundary_flux,temperature_balance_residual,moisture_boundary_flux,moisture_balance_residual
31228,182680.000000,10.000000,5,1.814726e-11,7.098009e-11,3.087719e-16,2.810160e-16,3.087719e-16,2.250573e-10,2.117866e-10,-5.374022e-11,-6.978561e-22
31229,182690.000000,10.000000,5,3.034728e-11,7.119200e-11,3.087724e-16,3.372379e-16,3.372379e-16,-2.805436e-10,-5.122996e-11,-5.373463e-11,-9.693264e-22
31230,182700.000000,10.000000,5,1.863754e-11,7.091865e-11,2.315797e-16,3.372792e-16,3.372792e-16,2.265494e-10,-9.280750e-11,-5.372905e-11,8.086531e-22
31231,182710.000000,10.000000,5,1.170974e-11,7.113055e-11,2.315800e-16,3.373091e-16,3.373091e-16,-2.778862e-10,-2.202631e-11,-5.372346e-11,2.670630e-22
31232,182720.000000,10.000000,5,2.171419e-11,7.085751e-11,3.087739e-16,2.811159e-16,3.087739e-16,2.293064e-10,-7.562464e-12,-5.371788e-11,5.552514e-22
31233,182730.000000,10.000000,5,2.957989e-11,7.106928e-11,3.087744e-16,2.811409e-16,3.087744e-16,-2.720704e-10,7.454811e-11,-5.371229e-11,1.723638e-22
31234,182740.000000,10.000000,5,2.123102e-11,7.079636e-11,3.087749e-16,3.373990e-16,3.373990e-16,2.340101e-10,-1.005976e-13,-5.370671e-11,9.862190e-23
31235,182750.000000,10.000000,5,1.745093e-11,7.100771e-11,2.315816e-16,3.374177e-16,3.374177e-16,-2.719531e-10,8.142057e-11,-5.370113e-11,6.526972e-22
31236,182760.000000,10.000000,5,1.635669e-11,7.073512e-11,3.087759e-16,3.374590e-16,3.374590e-16,2.278071e-10,-1.029154e-10,-5.369555e-11,-6.677545e-22
31237,182770.000000,10.000000,5,1.617906e-11,7.094643e-11,3.087764e-16,3.374890e-16,3.374890e-16,-2.733742e-10,-6.275653e-11,-5.368997e-11,4.894841e-22
31238,182780.000000,10.000000,5,2.024336e-11,7.067435e-11,2.315827e-16,3.375189e-16,3.375189e-16,2.279741e-10,4.407428e-11,-5.368439e-11,-5.855534e-22
31239,182790.000000,10.000000,5,3.026912e-11,7.088524e-11,3.087774e-16,3.375376e-16,3.375376e-16,-2.773461e-10,-3.111755e-11,-5.367881e-11,1.507924e-22
31240,182800.000000,10.000000,5,1.583800e-11,7.061333e-11,2.315834e-16,3.375789e-16,3.375789e-16,2.231708e-10,1.216442e-10,-5.367324e-11,-1.957445e-23
31241,182810.000000,10.000000,5,2.221867e-11,7.082399e-11,3.087784e-16,3.376089e-16,3.376089e-16,-2.789271e-10,5.918622e-11,-5.366766e-11,2.728210e-22
31242,182820.000000,10.000000,5,1.853806e-11,7.055238e-11,2.315842e-16,2.813657e-16,2.813657e-16,2.262261e-10,-8.678932e-11,-5.366209e-11,4.356786e-22
31243,182830.000000,10.000000,5,1.842437e-11,7.076280e-11,3.087794e-16,2.813907e-16,3.087794e-16,-2.760139e-10,1.194169e-10,-5.365651e-11,1.904519e-22
31244,182840.000000,10.000000,5,1.517719e-11,7.049153e-11,3.087799e-16,2.814157e-16,3.087799e-16,2.301803e-10,8.385229e-12,-5.365094e-11,-1.485048e-22
31245,182850.000000,10.000000,5,1.742251e-11,7.070192e-11,3.087804e-16,3.377288e-16,3.377288e-16,-2.707949e-10,2.685222e-11,-5.364537e-11,-1.065079e-21
31246,182860.000000,10.000000,5,2.194867e-11,7.043092e-11,2.315857e-16,2.814656e-16,2.814656e-16,2.272174e-10,1.805800e-11,-5.363980e-11,-4.440280e-22
31247,182870.000000,10.000000,5,1.407585e-11,7.064080e-11,2.315861e-16,2.814906e-16,2.814906e-16,-2.744009e-10,1.028093e-10,-5.363423e-11,-7.779504e-22
31248,182880.000000,10.000000,5,2.172129e-11,7.037004e-11,3.087819e-16,3.378187e-16,3.378187e-16,2.296190e-10,-1.390190e-10,-5.362866e-11,-1.556392e-22
31249,182890.000000,10.000000,5,1.204370e-11,7.057981e-11,3.087824e-16,3.378487e-16,3.378487e-16,-2.738254e-10,5.419803e-11,-5.362309e-11,1.115014e-22
31250,182900.000000,10.000000,5,1.674749e-11,7.030939e-11,3.087829e-16,3.378786e-16,3.378786e-16,2.330935e-10,-7.368709e-11,-5.361753e-11,5.537522e-22
31251,182910.000000,10.000000,5,1.359268e-11,7.051880e-11,2.315876e-16,2.815905e-16,2.815905e-16,-2.635119e-10,2.543134e-12,-5.361196e-11,3.929108e-24
31252,182920.000000,10.000000,5,2.123812e-11,7.024877e-11,3.087839e-16,2.816155e-16,3.087839e-16,2.380425e-10,6.597593e-12,-5.360639e-11,2.428680e-22
31253,182930.000000,10.000000,5,1.573142e-11,7.045797e-11,3.087844e-16,3.379686e-16,3.379686e-16,-2.678604e-10,1.248572e-11,-5.360083e-11,3.657043e-23
31254,182940.000000,10.000000,5,1.635669e-11,7.018817e-11,3.087849e-16,3.379986e-16,3.379986e-16,2.370371e-10,-7.603796e-11,-5.359527e-11,1.955894e-22
31255,182950.000000,10.000000,5,1.305978e-11,7.039732e-11,2.315891e-16,3.380286e-16,3.380286e-16,-2.631175e-10,1.303713e-11,-5.358971e-11,6.602581e-23
31256,182960.000000,10.000000,5,2.546585e-11,7.012763e-11,3.087859e-16,3.380585e-16,3.380585e-16,2.396412e-10,6.027855e-11,-5.358414e-11,-5.741150e-23
31257,182970.000000,10.000000,5,2.731326e-11,7.033651e-11,3.087864e-16,3.380885e-16,3.380885e-16,-2.575149e-10,-1.955635e-10,-5.357858e-11,-1.306105e-22
31258,182980.000000,10.000000,5,2.711431e-11,7.006718e-11,3.087869e-16,3.381185e-16,3.381185e-16,2.473115e-10,-1.170876e-10,-5.357302e-11,1.737919e-22
31259,182990.000000,10.000000,5,1.918465e-11,7.027592e-11,3.087874e-16,3.381485e-16,3.381485e-16,-2.543672e-10,-1.304255e-11,-5.356747e-11,-2.310354e-22
31260,183000.000000,10.000000,5,2.584954e-11,7.000678e-11,3.087879e-16,3.945416e-16,3.945416e-16,2.488569e-10,1.099275e-11,-5.356191e-11,-5.141444e-22
31261,183010.000000,10.000000,5,3.143441e-11,7.021521e-11,3.087882e-16,2.818404e-16,3.087882e-16,-2.530030e-10,5.486371e-12,-5.355635e-11,-5.527828e-22
31262,183020.000000,10.000000,5,2.552270e-11,6.994667e-11,3.087889e-16,3.382385e-16,3.382385e-16,2.462102e-10,-3.085758e-11,-5.355080e-11,-3.552353e-23
31263,183030.000000,10.000000,5,2.354739e-11,7.015476e-11,3.087894e-16,2.818904e-16,3.087894e-16,-2.547011e-10,-1.218318e-10,-5.354524e-11,1.485112e-22
31264,183040.000000,10.000000,5,1.496403e-11,6.988641e-11,3.087899e-16,3.382984e-16,3.382984e-16,2.475140e-10,-2.659168e-11,-5.353969e-11,1.224357e-22
31265,183050.000000,10.000000,5,3.199574e-11,7.009415e-11,3.087904e-16,3.383171e-16,3.383171e-16,-2.564562e-10,4.718165e-11,-5.353414e-11,-7.759083e-22
31266,183060.000000,10.000000,5,2.967937e-11,6.982609e-11,3.087909e-16,3.383584e-16,3.383584e-16,2.461462e-10,4.145611e-12,-5.352858e-11,-4.986542e-22
31267,183070.000000,10.000000,5,2.386003e-11,7.003375e-11,3.087914e-16,3.947865e-16,3.947865e-16,-2.517346e-10,3.715030e-11,-5.352303e-11,8.645330e-23
31268,183080.000000,10.000000,5,1.636380e-11,6.976598e-11,2.315939e-16,3.384184e-16,3.384184e-16,2.473257e-10,8.272633e-11,-5.351748e-11,5.740957e-22
31269,183090.000000,10.000000,5,1.490008e-11,6.997332e-11,3.087924e-16,2.820403e-16,3.087924e-16,-2.548362e-10,-2.990050e-11,-5.351194e-11,-1.419778e-22
31270,183100.000000,10.000000,5,1.595879e-11,6.970565e-11,3.087929e-16,3.384670e-16,3.384670e-16,2.417835e-10,-1.159866e-11,-5.350639e-11,6.675218e-22
31271,183110.000000,10.000000,5,2.282974e-11,6.991293e-11,3.087934e-16,3.949132e-16,3.949132e-16,-2.615437e-10,-1.655270e-10,-5.350084e-11,-7.437775e-22
31272,183120.000000,10.000000,5,1.637090e-11,6.964579e-11,2.315954e-16,3.385384e-16,3.385384e-16,2.382414e-10,5.274631e-11,-5.349529e-11,-2.875745e-23
31273,183130.000000,10.000000,5,1.313083e-11,6.985253e-11,2.315958e-16,2.821403e-16,2.821403e-16,-2.630713e-10,-4.705022e-11,-5.348975e-11,-7.736530e-22
31274,183140.000000,10.000000,5,1.612932e-11,6.958571e-11,3.087949e-16,2.821653e-16,3.087949e-16,2.376410e-10,1.216717e-10,-5.348421e-11,-2.155516e-22
31275,183150.000000,10.000000,5,1.288214e-11,6.979249e-11,2.315966e-16,3.386170e-16,3.386170e-16,-2.626770e-10,-1.825692e-11,-5.347866e-11,4.057062e-23
31276,183160.000000,10.000000,5,2.102496e-11,6.952578e-11,3.087959e-16,2.822153e-16,3.087959e-16,2.374598e-10,-7.657209e-11,-5.347312e-11,-9.009160e-22
31277,183170.000000,10.000000,5,1.836753e-11,6.973233e-11,3.087964e-16,3.386883e-16,3.386883e-16,-2.644391e-10,-3.831182e-11,-5.346758e-11,-4.068695e-22
31278,183180.000000,10.000000,5,1.958966e-11,6.946589e-11,3.087969e-16,3.387183e-16,3.387183e-16,2.414708e-10,-1.300770e-10,-5.346204e-11,5.460361e-22
31279,183190.000000,10.000000,5,1.461586e-11,6.967219e-11,2.315981e-16,3.387483e-16,3.387483e-16,-2.563496e-10,1.018218e-10,-5.345650e-11,-9.434641e-22
31280,183200.000000,10.000000,5,1.386979e-11,6.940599e-11,3.087979e-16,3.387783e-16,3.387783e-16,2.429132e-10,1.192902e-11,-5.345096e-11,-8.892192e-24
31281,183210.000000,10.000000,5,1.362110e-11,6.961204e-11,3.087984e-16,3.387970e-16,3.387970e-16,-2.567866e-10,-3.092370e-11,-5.344542e-11,-7.532255e-22
31282,183220.000000,10.000000,5,1.554668e-11,6.934631e-11,3.087989e-16,2.823653e-16,3.087989e-16,2.459828e-10,1.482328e-11,-5.343989e-11,4.146889e-22
31283,183230.000000,10.000000,5,2.196998e-11,6.955212e-11,3.087994e-16,3.388683e-16,3.388683e-16,-2.526832e-10,-6.728189e-12,-5.343435e-11,2.515598e-22
31284,183240.000000,10.000000,5,1.800515e-11,6.928658e-11,3.087999e-16,2.824153e-16,3.087999e-16,2.472333e-10,8.801861e-11,-5.342882e-11,-7.270918e-22
31285,183250.000000,10.000000,5,1.468692e-11,6.949218e-11,3.088004e-16,2.824403e-16,3.088004e-16,-2.569891e-10,9.406584e-12,-5.342328e-11,1.102154e-22
31286,183260.000000,10.000000,5,2.826539e-11,6.922690e-11,3.088009e-16,2.824653e-16,3.088009e-16,2.445901e-10,-7.839908e-11,-5.341775e-11,-2.555730e-22
31287,183270.000000,10.000000,5,2.083311e-11,6.943228e-11,2.316011e-16,3.389770e-16,3.389770e-16,-2.504983e-10,-1.907006e-11,-5.341222e-11,-1.934827e-22
31288,183280.000000,10.000000,5,1.740119e-11,6.916729e-11,2.316014e-16,3.390183e-16,3.390183e-16,2.488463e-10,-3.706010e-11,-5.340669e-11,6.528329e-22
31289,183290.000000,10.000000,5,2.894041e-11,6.937243e-11,2.316018e-16,2.825403e-16,2.825403e-16,-2.554188e-10,-2.084776e-11,-5.340116e-11,-4.447841e-22
31290,183300.000000,10.000000,5,1.541167e-11,6.910780e-11,3.088029e-16,3.955914e-16,3.955914e-16,2.429701e-10,4.769828e-11,-5.339563e-11,-8.485064e-24
31291,183310.000000,10.000000,5,1.561773e-11,6.931264e-11,2.316026e-16,2.825903e-16,2.825903e-16,-2.508003e-10,-1.337016e-10,-5.339010e-11,4.301921e-22
31292,183320.000000,10.000000,5,1.094236e-11,6.904825e-11,3.088039e-16,2.826153e-16,3.088039e-16,2.525731e-10,3.165019e-11,-5.338458e-11,-3.395835e-22
31293,183330.000000,10.000000,5,1.600142e-11,6.925299e-11,2.316033e-16,3.391684e-16,3.391684e-16,-2.490381e-10,-1.945113e-10,-5.337905e-11,-7.551900e-22
31294,183340.000000,10.000000,5,2.859224e-11,6.898893e-11,3.088049e-16,3.391984e-16,3.391984e-16,2.530456e-10,-1.016844e-10,-5.337352e-11,8.300176e-22
31295,183350.000000,10.000000,5,2.403056e-11,6.919320e-11,3.088054e-16,2.826903e-16,3.088054e-16,-2.486296e-10,1.140411e-10,-5.336800e-11,-2.456209e-22
31296,183360.000000,10.000000,5,2.185629e-11,6.892949e-11,2.316044e-16,3.392584e-16,3.392584e-16,2.524700e-10,7.250288e-11,-5.336248e-11,4.922823e-22
31297,183370.000000,10.000000,5,2.626876e-11,6.913373e-11,2.316048e-16,2.827403e-16,2.827403e-16,-2.442455e-10,9.239304e-11,-5.335696e-11,5.462623e-23
31298,183380.000000,10.000000,5,1.785594e-11,6.887023e-11,3.088069e-16,3.393184e-16,3.393184e-16,2.523777e-10,1.107053e-10,-5.335143e-11,-5.581789e-22
31299,183390.000000,10.000000,5,1.496403e-11,6.907409e-11,3.088074e-16,3.393484e-16,3.393484e-16,-2.502745e-10,-1.433026e-10,-5.334591e-11,1.034170e-22
31300,183400.000000,10.000000,5,2.229683e-11,6.881096e-11,2.316059e-16,3.393784e-16,3.393784e-16,2.498552e-10,-6.050950e-12,-5.334039e-11,2.780490e-22
31301,183410.000000,10.000000,5,1.829648e-11,6.901460e-11,3.088084e-16,3.394084e-16,3.394084e-16,-2.493081e-10,-3.500808e-11,-5.333488e-11,-1.589802e-22
31302,183420.000000,10.000000,5,1.730172e-11,6.875157e-11,3.088087e-16,2.828654e-16,3.088087e-16,2.469633e-10,7.067335e-12,-5.332936e-11,-1.166376e-21
31303,183430.000000,10.000000,5,1.347189e-11,6.895523e-11,3.088094e-16,2.828904e-16,3.088094e-16,-2.524594e-10,4.246489e-12,-5.332384e-11,-7.839475e-23
31304,183440.000000,10.000000,5,2.406608e-11,6.869248e-11,3.088099e-16,2.829154e-16,3.088099e-16,2.467289e-10,1.112125e-10,-5.331833e-11,-6.964667e-22
31305,183450.000000,10.000000,5,2.547296e-11,6.889584e-11,3.088104e-16,3.395171e-16,3.395171e-16,-2.479723e-10,-1.899167e-10,-5.331281e-11,-6.473335e-23
31306,183460.000000,10.000000,5,1.407585e-11,6.863347e-11,3.088109e-16,3.395585e-16,3.395585e-16,2.543530e-10,5.177645e-11,-5.330730e-11,3.113495e-22
31307,183470.000000,10.000000,5,1.281819e-11,6.883660e-11,3.088111e-16,3.395885e-16,3.395885e-16,-2.492158e-10,-9.986168e-11,-5.330179e-11,5.154369e-23
31308,183480.000000,10.000000,5,2.064837e-11,6.857435e-11,3.088116e-16,3.396185e-16,3.396185e-16,2.465548e-10,6.659058e-11,-5.329627e-11,6.278301e-22
31309,183490.000000,10.000000,5,2.984279e-11,6.877731e-11,3.088124e-16,3.396485e-16,3.396485e-16,-2.445546e-10,-1.874176e-10,-5.329076e-11,-1.762089e-22
31310,183500.000000,10.000000,5,1.234213e-11,6.851535e-11,3.088129e-16,3.396786e-16,3.396786e-16,2.577778e-10,3.939893e-12,-5.328525e-11,1.990145e-22
31311,183510.000000,10.000000,5,1.264056e-11,6.871795e-11,3.088134e-16,3.397086e-16,3.397086e-16,-2.464802e-10,1.723176e-11,-5.327974e-11,4.979369e-22
31312,183520.000000,10.000000,5,2.043521e-11,6.845641e-11,2.316104e-16,3.397386e-16,3.397386e-16,2.512017e-10,2.205828e-10,-5.327424e-11,-1.206714e-22
31313,183530.000000,10.000000,5,2.103917e-11,6.865893e-11,3.088144e-16,3.397686e-16,3.397686e-16,-2.500542e-10,4.159560e-11,-5.326873e-11,1.302816e-21
31314,183540.000000,10.000000,5,2.482636e-11,6.839742e-11,3.088149e-16,3.397986e-16,3.397986e-16,2.429346e-10,6.484192e-11,-5.326322e-11,7.451217e-22
31315,183550.000000,10.000000,5,2.474820e-11,6.859969e-11,3.088154e-16,2.831905e-16,3.088154e-16,-2.554579e-10,1.226188e-10,-5.325772e-11,-5.309918e-22
31316,183560.000000,10.000000,5,1.725908e-11,6.833886e-11,2.316119e-16,3.398587e-16,3.398587e-16,2.435101e-10,-7.065283e-11,-5.325221e-11,1.503013e-22
31317,183570.000000,10.000000,5,1.634959e-11,6.854078e-11,3.088164e-16,3.398887e-16,3.398887e-16,-2.576002e-10,4.251597e-11,-5.324671e-11,-7.568961e-22
31318,183580.000000,10.000000,5,1.155342e-11,6.827982e-11,3.088169e-16,3.399187e-16,3.399187e-16,2.412044e-10,3.288993e-11,-5.324121e-11,6.012569e-22
31319,183590.000000,10.000000,5,2.599876e-11,6.848171e-11,3.088174e-16,3.399487e-16,3.399487e-16,-2.547829e-10,-5.072935e-11,-5.323571e-11,-1.595425e-22
31320,183600.000000,10.000000,5,2.756195e-11,6.822123e-11,3.088179e-16,3.399788e-16,3.399788e-16,2.448779e-10,4.679733e-11,-5.323021e-11,3.360163e-22
31321,183610.000000,10.000000,5,1.618616e-11,6.842267e-11,3.088184e-16,2.833407e-16,3.088184e-16,-2.549214e-10,-1.303381e-10,-5.322471e-11,-1.129619e-23
31322,183620.000000,10.000000,5,2.597034e-11,6.816250e-11,2.316142e-16,3.400388e-16,3.400388e-16,2.406679e-10,5.020310e-11,-5.321921e-11,9.961452e-22
31323,183630.000000,10.000000,5,1.669775e-11,6.836376e-11,3.088194e-16,3.400688e-16,3.400688e-16,-2.520792e-10,-1.867274e-10,-5.321371e-11,7.639142e-23
31324,183640.000000,10.000000,5,2.084732e-11,6.810391e-11,3.088199e-16,2.834157e-16,3.088199e-16,2.513829e-10,-1.034229e-10,-5.320821e-11,5.810168e-22
31325,183650.000000,10.000000,5,1.766409e-11,6.830519e-11,3.088204e-16,3.401289e-16,3.401289e-16,-2.465939e-10,-1.006636e-11,-5.320272e-11,-7.016689e-22
31326,183660.000000,10.000000,5,1.924150e-11,6.804532e-11,3.088209e-16,3.401589e-16,3.401589e-16,2.567120e-10,-3.026469e-11,-5.319722e-11,-1.087995e-21
31327,183670.000000,10.000000,5,2.246026e-11,6.824626e-11,3.088214e-16,3.401889e-16,3.401889e-16,-2.339462e-10,-4.757629e-11,-5.319173e-11,4.297462e-22
31328,183680.000000,10.000000,5,2.112444e-11,6.798698e-11,2.316164e-16,3.402190e-16,3.402190e-16,2.627552e-10,-1.250927e-10,-5.318624e-11,1.272734e-21
31329,183690.000000,10.000000,5,2.106759e-11,6.818748e-11,2.316168e-16,2.835408e-16,2.835408e-16,-2.423413e-10,1.254503e-10,-5.318074e-11,-8.170606e-22
31330,183700.000000,10.000000,5,1.125500e-11,6.792848e-11,3.088226e-16,3.402790e-16,3.402790e-16,2.522782e-10,-1.007081e-11,-5.317525e-11,-3.567023e-22
31331,183710.000000,10.000000,5,1.832490e-11,6.812886e-11,3.088231e-16,3.403091e-16,3.403091e-16,-2.408314e-10,-4.346647e-11,-5.316976e-11,-2.691116e-22
31332,183720.000000,10.000000,5,2.565770e-11,6.787000e-11,3.088238e-16,3.403391e-16,3.403391e-16,2.572200e-10,-2.450055e-11,-5.316427e-11,4.213451e-22
31333,183730.000000,10.000000,5,1.076472e-11,6.807017e-11,3.088241e-16,2.836409e-16,3.088241e-16,-2.385292e-10,-1.414325e-10,-5.315878e-11,8.217975e-22
31334,183740.000000,10.000000,5,1.947598e-11,6.781172e-11,2.316186e-16,2.836660e-16,2.836660e-16,2.574403e-10,5.017326e-11,-5.315330e-11,9.605376e-22
31335,183750.000000,10.000000,5,2.370371e-11,6.801181e-11,3.088251e-16,3.404292e-16,3.404292e-16,-2.441212e-10,1.446865e-10,-5.314781e-11,9.091232e-23
31336,183760.000000,10.000000,5,2.426503e-11,6.775330e-11,3.088258e-16,3.404592e-16,3.404592e-16,2.511484e-10,1.463566e-11,-5.314233e-11,-3.296638e-22
31337,183770.000000,10.000000,5,7.773338e-12,6.795321e-11,3.088263e-16,3.404892e-16,3.404892e-16,-2.447607e-10,-4.091196e-11,-5.313684e-11,-9.975540e-22
31338,183780.000000,10.000000,5,2.093259e-11,6.769520e-11,3.088268e-16,3.405193e-16,3.405193e-16,2.536140e-10,2.183609e-11,-5.313136e-11,1.730358e-22
31339,183790.000000,10.000000,5,2.221867e-11,6.789500e-11,3.088273e-16,3.405493e-16,3.405493e-16,-2.467075e-10,3.773443e-11,-5.312587e-11,-7.166163e-22
31340,183800.000000,10.000000,5,1.901412e-11,6.763694e-11,3.088278e-16,2.838161e-16,3.088278e-16,2.499476e-10,-2.244165e-10,-5.312039e-11,-2.510622e-22
31341,183810.000000,10.000000,5,1.987388e-11,6.783635e-11,3.088283e-16,2.838412e-16,3.088283e-16,-2.452651e-10,1.343957e-10,-5.311491e-11,-1.136145e-22
31342,183820.000000,10.000000,5,1.297451e-11,6.757884e-11,3.088288e-16,2.838662e-16,3.088288e-16,2.514966e-10,1.169820e-11,-5.310943e-11,6.403541e-23
31343,183830.000000,10.000000,5,1.685407e-11,6.777811e-11,2.316220e-16,3.406581e-16,3.406581e-16,-2.447749e-10,-8.985961e-12,-5.310395e-11,6.686334e-22
31344,183840.000000,10.000000,5,1.993783e-11,6.752086e-11,3.088298e-16,3.406995e-16,3.406995e-16,2.537774e-10,-1.479495e-10,-5.309848e-11,6.741522e-22
31345,183850.000000,10.000000,5,1.389111e-11,6.771978e-11,3.088303e-16,2.839413e-16,3.088303e-16,-2.404903e-10,2.416072e-12,-5.309300e-11,-5.129166e-22
31346,183860.000000,10.000000,5,1.774936e-11,6.746279e-11,3.088308e-16,3.407596e-16,3.407596e-16,2.551737e-10,4.662165e-11,-5.308752e-11,-2.940950e-22
31347,183870.000000,10.000000,5,1.673328e-11,6.766144e-11,2.316235e-16,2.839913e-16,2.839913e-16,-2.427250e-10,3.711260e-11,-5.308205e-11,3.937961e-22
31348,183880.000000,10.000000,5,1.896439e-11,6.740486e-11,3.088315e-16,2.840164e-16,3.088315e-16,2.546514e-10,1.599233e-10,-5.307657e-11,1.564405e-22
31349,183890.000000,10.000000,5,3.151968e-11,6.760336e-11,3.088323e-16,3.408497e-16,3.408497e-16,-2.468212e-10,5.923175e-11,-5.307110e-11,-1.089552e-23
31350,183900.000000,10.000000,5,1.666933e-11,6.734683e-11,3.088328e-16,2.840664e-16,3.088328e-16,2.468212e-10,2.769604e-14,-5.306563e-11,2.050245e-22
31351,183910.000000,10.000000,5,1.583089e-11,6.754530e-11,3.088330e-16,2.840915e-16,3.088330e-16,-2.509637e-10,6.987862e-11,-5.306016e-11,1.288463e-22
31352,183920.000000,10.000000,5,2.061284e-11,6.728917e-11,3.088338e-16,2.841165e-16,3.088338e-16,2.446008e-10,-7.027452e-11,-5.305468e-11,6.310806e-22
31353,183930.000000,10.000000,5,1.748646e-11,6.748711e-11,3.088343e-16,2.841416e-16,3.088343e-16,-2.522498e-10,-1.356910e-10,-5.304922e-11,-7.011713e-22
31354,183940.000000,10.000000,5,2.295053e-11,6.723132e-11,3.088348e-16,2.841666e-16,3.088348e-16,2.483276e-10,-7.766445e-11,-5.304375e-11,-5.207748e-22
31355,183950.000000,10.000000,5,1.372769e-11,6.742908e-11,3.088353e-16,2.841916e-16,3.088353e-16,-2.426255e-10,7.086133e-11,-5.303828e-11,-5.827746e-23
31356,183960.000000,10.000000,5,2.375344e-11,6.717357e-11,3.088358e-16,3.410486e-16,3.410486e-16,2.540901e-10,6.146277e-11,-5.303281e-11,7.575230e-22
31357,183970.000000,10.000000,5,2.408029e-11,6.737116e-11,3.088360e-16,3.410900e-16,3.410900e-16,-2.453397e-10,1.578030e-11,-5.302735e-11,9.124125e-22
31358,183980.000000,10.000000,5,1.636380e-11,6.711601e-11,3.088368e-16,2.842667e-16,3.088368e-16,2.418403e-10,7.462692e-11,-5.302188e-11,4.813286e-22
31359,183990.000000,10.000000,5,1.951150e-11,6.731325e-11,2.316279e-16,3.980085e-16,3.980085e-16,-2.526832e-10,-4.986983e-11,-5.301642e-11,1.026680e-21
31360,184000.000000,10.000000,5,1.685407e-11,6.705828e-11,2.316283e-16,2.843168e-16,2.843168e-16,2.470308e-10,-1.283582e-10,-5.301095e-11,3.164418e-22
31361,184010.000000,10.000000,5,1.817568e-11,6.725534e-11,3.088382e-16,3.411989e-16,3.411989e-16,-2.520792e-10,3.962727e-11,-5.300549e-11,-1.500945e-22
31362,184020.000000,10.000000,5,2.476952e-11,6.700075e-11,3.088387e-16,2.843669e-16,3.088387e-16,2.432117e-10,-1.171107e-10,-5.300003e-11,1.831430e-22
31363,184030.000000,10.000000,5,1.586642e-11,6.719766e-11,2.316294e-16,2.843919e-16,2.843919e-16,-2.524274e-10,4.625102e-12,-5.299457e-11,4.045172e-22
31364,184040.000000,10.000000,5,1.413980e-11,6.694327e-11,3.088397e-16,3.413004e-16,3.413004e-16,2.390941e-10,1.087002e-10,-5.298911e-11,-5.154628e-22
31365,184050.000000,10.000000,5,1.943334e-11,6.713993e-11,2.316302e-16,2.844420e-16,2.844420e-16,-2.534222e-10,-5.521797e-11,-5.298365e-11,1.518717e-22
31366,184060.000000,10.000000,5,2.333422e-11,6.688571e-11,3.088405e-16,2.844671e-16,3.088405e-16,2.467679e-10,-3.568519e-11,-5.297820e-11,1.448148e-22
31367,184070.000000,10.000000,5,1.296740e-11,6.708209e-11,3.088412e-16,3.413905e-16,3.413905e-16,-2.504628e-10,1.132124e-10,-5.297274e-11,2.616217e-22
31368,184080.000000,10.000000,5,2.997069e-11,6.682821e-11,3.088417e-16,3.414206e-16,3.414206e-16,2.457270e-10,1.215229e-10,-5.296728e-11,-7.395641e-22
31369,184090.000000,10.000000,5,1.715250e-11,6.702456e-11,3.088422e-16,3.414506e-16,3.414506e-16,-2.488889e-10,-2.001326e-11,-5.296183e-11,-6.268543e-22
31370,184100.000000,10.000000,5,1.349321e-11,6.677085e-11,3.088427e-16,3.414807e-16,3.414807e-16,2.464375e-10,-3.391695e-13,-5.295638e-11,-1.524274e-22
31371,184110.000000,10.000000,5,1.731593e-11,6.696694e-11,3.088432e-16,3.415107e-16,3.415107e-16,-2.501181e-10,-4.778081e-11,-5.295092e-11,-2.042167e-22
31372,184120.000000,10.000000,5,1.675460e-11,6.671366e-11,3.088437e-16,3.415408e-16,3.415408e-16,2.451870e-10,7.985608e-12,-5.294547e-11,-3.190074e-22
31373,184130.000000,10.000000,5,1.948308e-11,6.690936e-11,3.088442e-16,3.415709e-16,3.415709e-16,-2.470131e-10,8.862055e-11,-5.294002e-11,1.805709e-22
31374,184140.000000,10.000000,5,2.035705e-11,6.665639e-11,3.088447e-16,2.846674e-16,3.088447e-16,2.472760e-10,-1.130891e-11,-5.293457e-11,8.852190e-22
31375,184150.000000,10.000000,5,1.376321e-11,6.685195e-11,3.088452e-16,3.416310e-16,3.416310e-16,-2.513545e-10,-5.549016e-11,-5.292912e-11,3.581434e-22
31376,184160.000000,10.000000,5,1.760014e-11,6.659907e-11,3.088457e-16,3.416610e-16,3.416610e-16,2.437339e-10,-1.178357e-10,-5.292367e-11,8.525324e-22
31377,184170.000000,10.000000,5,1.709566e-11,6.679477e-11,3.088462e-16,3.416911e-16,3.416911e-16,-2.502389e-10,1.673960e-10,-5.291823e-11,-5.438713e-23
31378,184180.000000,10.000000,5,2.254552e-11,6.654213e-11,3.088467e-16,3.417211e-16,3.417211e-16,2.436664e-10,-6.068639e-11,-5.291278e-11,-6.354686e-22
31379,184190.000000,10.000000,5,1.341505e-11,6.673727e-11,3.088472e-16,3.417512e-16,3.417512e-16,-2.490168e-10,7.050738e-12,-5.290733e-11,4.130992e-22
31380,184200.000000,10.000000,5,1.445244e-11,6.648502e-11,3.088474e-16,2.848177e-16,3.088474e-16,2.464589e-10,-4.832110e-11,-5.290189e-11,-3.295022e-22
